subj	rel	obj	id	flag
bird eat berry|avp	structural-verb	eat|v	a6aa-97ee-2e4a-a9ad	0
bird eat seed|avp	has negative impact on	seed|n	a6aa-97ee-2e4a-a9ad	0
bird eat seed|avp	has positive impact on	bird|n	a6aa-97ee-2e4a-a9ad	0
bird eat seed|avp	structural-agent	bird|n	a6aa-97ee-2e4a-a9ad	0
bird eat seed|avp	structural-patient	seed|n	a6aa-97ee-2e4a-a9ad	0
bird eat seed|avp	structural-verb	eat|v	a6aa-97ee-2e4a-a9ad	0
bird eat insect|avp	has negative impact on	insect|n	a872-f6a2-a467-59ec	0
bird eat insect|avp	has positive impact on	bird|n	a872-f6a2-a467-59ec	0
bird eat insect|avp	structural-agent	bird|n	a872-f6a2-a467-59ec	0
bird eat insect|avp	structural-patient	insect|n	a872-f6a2-a467-59ec	0
bird eat insect|avp	structural-verb	eat|v	a872-f6a2-a467-59ec	0
alligator eat bird|avp	has negative impact on	bird|n	aa17-e87c-2259-5f04	0
alligator eat bird|avp	has positive impact on	alligator|n	aa17-e87c-2259-5f04	0
alligator eat bird|avp	structural-agent	alligator|n	aa17-e87c-2259-5f04	0
alligator eat bird|avp	structural-patient	bird|n	aa17-e87c-2259-5f04	0
alligator eat bird|avp	structural-verb	eat|v	aa17-e87c-2259-5f04	0
alligator eat fish|avp	has negative impact on	fish|n	aa17-e87c-2259-5f04	0
alligator eat fish|avp	has positive impact on	alligator|n	aa17-e87c-2259-5f04	0
alligator eat fish|avp	structural-agent	alligator|n	aa17-e87c-2259-5f04	0
alligator eat fish|avp	structural-patient	fish|n	aa17-e87c-2259-5f04	0
alligator eat fish|avp	structural-verb	eat|v	aa17-e87c-2259-5f04	0
alligator eat frog|avp	has negative impact on	frog|n	aa17-e87c-2259-5f04	0
alligator eat frog|avp	has positive impact on	alligator|n	aa17-e87c-2259-5f04	0
alligator eat frog|avp	structural-agent	alligator|n	aa17-e87c-2259-5f04	0
alligator eat frog|avp	structural-patient	frog|n	aa17-e87c-2259-5f04	0
alligator eat frog|avp	structural-verb	eat|v	aa17-e87c-2259-5f04	0
alligator eat mouse|avp	has negative impact on	mouse|n	aa17-e87c-2259-5f04	0
alligator eat mouse|avp	has positive impact on	alligator|n	aa17-e87c-2259-5f04	0
alligator eat mouse|avp	structural-agent	alligator|n	aa17-e87c-2259-5f04	0
alligator eat mouse|avp	structural-patient	mouse|n	aa17-e87c-2259-5f04	0
alligator eat mouse|avp	structural-verb	eat|v	aa17-e87c-2259-5f04	0
alligator eat turtle|avp	has negative impact on	turtle|n	aa17-e87c-2259-5f04	0
alligator eat turtle|avp	has positive impact on	alligator|n	aa17-e87c-2259-5f04	0
alligator eat turtle|avp	structural-agent	alligator|n	aa17-e87c-2259-5f04	0
alligator eat turtle|avp	structural-patient	turtle|n	aa17-e87c-2259-5f04	0
alligator eat turtle|avp	structural-verb	eat|v	aa17-e87c-2259-5f04	0
insect eat crop|avp	has negative impact on	crop|n	b14c-4d0f-e45f-43ce	0
insect eat crop|avp	has positive impact on	insect|n	b14c-4d0f-e45f-43ce	0
insect eat crop|avp	structural-agent	insect|n	b14c-4d0f-e45f-43ce	0
insect eat crop|avp	structural-patient	crop|n	b14c-4d0f-e45f-43ce	0
insect eat crop|avp	structural-verb	eat|v	b14c-4d0f-e45f-43ce	0
eagle eat lizard|avp	has negative impact on	lizard|n	d28f-0727-460f-5ab6	0
eagle eat lizard|avp	has positive impact on	eagle|n	d28f-0727-460f-5ab6	0
eagle eat lizard|avp	structural-agent	eagle|n	d28f-0727-460f-5ab6	0
eagle eat lizard|avp	structural-patient	lizard|n	d28f-0727-460f-5ab6	0
eagle eat lizard|avp	structural-verb	eat|v	d28f-0727-460f-5ab6	0
eagle eat snake|avp	has negative impact on	snake|n	d28f-0727-460f-5ab6	0
eagle eat snake|avp	has positive impact on	eagle|n	d28f-0727-460f-5ab6	0
eagle eat snake|avp	structural-agent	eagle|n	d28f-0727-460f-5ab6	0
eagle eat snake|avp	structural-patient	snake|n	d28f-0727-460f-5ab6	0
eagle eat snake|avp	structural-verb	eat|v	d28f-0727-460f-5ab6	0
hawk eat lizard|avp	has negative impact on	lizard|n	d28f-0727-460f-5ab6	0
hawk eat lizard|avp	has positive impact on	hawk|n	d28f-0727-460f-5ab6	0
hawk eat lizard|avp	structural-agent	hawk|n	d28f-0727-460f-5ab6	0
hawk eat lizard|avp	structural-patient	lizard|n	d28f-0727-460f-5ab6	0
hawk eat lizard|avp	structural-verb	eat|v	d28f-0727-460f-5ab6	0
hawk eat snake|avp	has negative impact on	snake|n	d28f-0727-460f-5ab6	0
hawk eat snake|avp	has positive impact on	hawk|n	d28f-0727-460f-5ab6	0
hawk eat snake|avp	structural-agent	hawk|n	d28f-0727-460f-5ab6	0
hawk eat snake|avp	structural-patient	snake|n	d28f-0727-460f-5ab6	0
hawk eat snake|avp	structural-verb	eat|v	d28f-0727-460f-5ab6	0
raccoon eat garbage|avp	has negative impact on	garbage|n	dc84-e95a-58d3-7e87	0
raccoon eat garbage|avp	has positive impact on	raccoon|n	dc84-e95a-58d3-7e87	0
raccoon eat garbage|avp	structural-agent	raccoon|n	dc84-e95a-58d3-7e87	0
raccoon eat garbage|avp	structural-patient	garbage|n	dc84-e95a-58d3-7e87	0
raccoon eat garbage|avp	structural-verb	eat|v	dc84-e95a-58d3-7e87	0
raccoon eat trash|avp	has negative impact on	trash|n	dc84-e95a-58d3-7e87	0
raccoon eat trash|avp	has positive impact on	raccoon|n	dc84-e95a-58d3-7e87	0
raccoon eat trash|avp	structural-agent	raccoon|n	dc84-e95a-58d3-7e87	0
raccoon eat trash|avp	structural-patient	trash|n	dc84-e95a-58d3-7e87	0
raccoon eat trash|avp	structural-verb	eat|v	dc84-e95a-58d3-7e87	0
raccoon eat waste|avp	has negative impact on	waste|n	dc84-e95a-58d3-7e87	0
raccoon eat waste|avp	has positive impact on	raccoon|n	dc84-e95a-58d3-7e87	0
raccoon eat waste|avp	structural-agent	raccoon|n	dc84-e95a-58d3-7e87	0
raccoon eat waste|avp	structural-patient	waste|n	dc84-e95a-58d3-7e87	0
raccoon eat waste|avp	structural-verb	eat|v	dc84-e95a-58d3-7e87	0
rabbit eat plant|avp	has negative impact on	plant|n	dce1-e1d6-17ae-e024	0
rabbit eat plant|avp	has positive impact on	rabbit|n	dce1-e1d6-17ae-e024	0
rabbit eat plant|avp	structural-agent	rabbit|n	dce1-e1d6-17ae-e024	0
rabbit eat plant|avp	structural-patient	plant|n	dce1-e1d6-17ae-e024	0
rabbit eat plant|avp	structural-verb	eat|v	dce1-e1d6-17ae-e024	0
squirrel eat edible plant|avp	has negative impact on	plant|n	de30-46f9-f287-cf05	0
squirrel eat edible plant|avp	has positive impact on	squirrel|n	de30-46f9-f287-cf05	0
squirrel eat fruit|avp	has negative impact on	fruit|n	de30-46f9-f287-cf05	0
squirrel eat fruit|avp	has positive impact on	squirrel|n	de30-46f9-f287-cf05	0
bee eat pollen|avp	has negative impact on	pollen|n	de5e-63cc-6e02-60b7	0
bee eat pollen|avp	has positive impact on	bee|n	de5e-63cc-6e02-60b7	0
bee eat pollen|avp	structural-agent	bee|n	de5e-63cc-6e02-60b7	0
bee eat pollen|avp	structural-patient	pollen|n	de5e-63cc-6e02-60b7	0
bee eat pollen|avp	structural-verb	eat|v	de5e-63cc-6e02-60b7	0
bear eat animal|avp	has negative impact on	animal|n	e451-b512-f1d6-5d36	0
bear eat animal|avp	has positive impact on	bear|n	e451-b512-f1d6-5d36	0
bear eat animal|avp	structural-agent	bear|n	e451-b512-f1d6-5d36	0
bear eat animal|avp	structural-patient	animal|n	e451-b512-f1d6-5d36	0
bear eat animal|avp	structural-verb	eat|v	e451-b512-f1d6-5d36	0
bear eat berry|avp	has negative impact on	berry|n	e451-b512-f1d6-5d36	0
bear eat berry|avp	has positive impact on	bear|n	e451-b512-f1d6-5d36	0
bear eat berry|avp	structural-agent	bear|n	e451-b512-f1d6-5d36	0
bear eat berry|avp	structural-patient	berry|n	e451-b512-f1d6-5d36	0
bear eat berry|avp	structural-verb	eat|v	e451-b512-f1d6-5d36	0
bear eat insect|avp	has negative impact on	insect|n	e451-b512-f1d6-5d36	0
bear eat insect|avp	has positive impact on	bear|n	e451-b512-f1d6-5d36	0
bear eat insect|avp	structural-agent	bear|n	e451-b512-f1d6-5d36	0
bear eat insect|avp	structural-patient	insect|n	e451-b512-f1d6-5d36	0
bear eat insect|avp	structural-verb	eat|v	e451-b512-f1d6-5d36	0
eagle eat fish|avp	has negative impact on	fish|n	efb4-baee-b1ad-1184	0
eagle eat fish|avp	has positive impact on	eagle|n	efb4-baee-b1ad-1184	0
eagle eat fish|avp	structural-agent	eagle|n	efb4-baee-b1ad-1184	0
eagle eat fish|avp	structural-patient	fish|n	efb4-baee-b1ad-1184	0
eagle eat fish|avp	structural-verb	eat|v	efb4-baee-b1ad-1184	0
carnivore eat animal|avp	has negative impact on	animal|n	f2b6-e2f5-8939-94ae	0
carnivore eat animal|avp	has positive impact on	carnivore|n	f2b6-e2f5-8939-94ae	0
carnivore eat animal|avp	structural-agent	carnivore|n	f2b6-e2f5-8939-94ae	0
carnivore eat animal|avp	structural-patient	animal|n	f2b6-e2f5-8939-94ae	0
carnivore eat animal|avp	structural-verb	eat|v	f2b6-e2f5-8939-94ae	0
meadow vole eat insect|avp	has negative impact on	insect|n	f42a-5078-a2d5-d36a	0
meadow vole eat insect|avp	has positive impact on	meadow vole|ns	f42a-5078-a2d5-d36a	0
meadow vole eat plant|avp	has negative impact on	plant|n	f42a-5078-a2d5-d36a	0
meadow vole eat plant|avp	has positive impact on	meadow vole|ns	f42a-5078-a2d5-d36a	0
predator eat prey|avp	has negative impact on	prey|n	fb00-41ad-f198-b5ac	0
predator eat prey|avp	has positive impact on	predator|n	fb00-41ad-f198-b5ac	0
predator eat prey|avp	structural-agent	predator|n	fb00-41ad-f198-b5ac	0
predator eat prey|avp	structural-patient	prey|n	fb00-41ad-f198-b5ac	0
predator eat prey|avp	structural-verb	eat|v	fb00-41ad-f198-b5ac	0
